instance_name,provider,region,vcpus,memory_gb,storage_gb,storage_type,hourly_cost,monthly_cost,spot_price,currency,instance_family,network_performance,last_updated
m7g.12xlarge,AWS,Asia Pacific (Taipei),48,192.0,0,EBS only,2.2766,1661.9180000000001,,USD,General purpose,22500 Megabit,2025-08-27 14:39:18.710814
d2.xlarge,AWS,Asia Pacific (Mumbai),4,30.5,3,3 x 2000 HDD,0.827,603.7099999999999,,USD,Storage optimized,Moderate,2025-08-27 14:39:18.710899
m5d.metal,AWS,Europe (Zurich),96,384.0,4,4 x 900 NVMe SSD,7.181,5242.13,,USD,General purpose,25 Gigabit,2025-08-27 14:39:18.710999
r6g.xlarge,AWS,AWS GovCloud (US-East),4,32.0,0,EBS only,0.2416,176.368,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:18.711093
c6i.2xlarge,AWS,US West (N. California),8,16.0,0,EBS only,0.424,309.52,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:18.711185
c6in.4xlarge,AWS,South America (Sao Paulo),16,32.0,0,EBS only,1.3944,1017.912,,USD,Compute optimized,Up to 50000 Megabit,2025-08-27 14:39:18.711279
r7g.8xlarge,AWS,EU (Ireland),32,256.0,0,EBS only,1.9176,1399.848,,USD,Memory optimized,15 Gigabit,2025-08-27 14:39:18.711371
m6in.8xlarge,AWS,EU (Stockholm),32,128.0,0,EBS only,2.368,1728.6399999999999,,USD,General purpose,50000 Megabit,2025-08-27 14:39:18.711463
c6i.32xlarge,AWS,AWS GovCloud (US-East),128,256.0,0,EBS only,6.528,4765.44,,USD,Compute optimized,50000 Megabit,2025-08-27 14:39:18.711556
u-12tb1.112xlarge,AWS,Asia Pacific (Tokyo),448,12288.0,0,EBS only,131.733,96165.09,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:18.711593
g4ad.xlarge,AWS,US East (Ohio),4,16.0,150,150 GB NVMe SSD,0.37853,276.32689999999997,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:39:18.711750
r7a.48xlarge,AWS,EU (Stockholm),192,1536.0,0,EBS only,15.5328,11338.944,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:18.711815
r5.24xlarge,AWS,Asia Pacific (Melbourne),96,768.0,0,EBS only,7.248,5291.04,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:18.711878
m6a.32xlarge,AWS,US East (Ohio),128,512.0,0,EBS only,5.5296,4036.608,,USD,General purpose,50000 Megabit,2025-08-27 14:39:18.711941
m6in.xlarge,AWS,US East (N. Virginia),4,16.0,0,EBS only,0.27846,203.27579999999998,,USD,General purpose,Up to 30000 Megabit,2025-08-27 14:39:18.712006
m6g.12xlarge,AWS,Asia Pacific (Hong Kong),48,192.0,0,EBS only,2.544,1857.1200000000001,,USD,General purpose,20 Gigabit,2025-08-27 14:39:18.712069
r8g.metal-48xl,AWS,US West (Oregon),192,1536.0,0,EBS only,11.31072,8256.8256,,USD,Memory optimized,50 Gigabit,2025-08-27 14:39:18.712133
c8gn.16xlarge,AWS,US East (N. Virginia),64,128.0,0,EBS only,3.792,2768.16,,USD,Compute optimized,200 Gigabit,2025-08-27 14:39:18.712156
x2iedn.24xlarge,AWS,Europe (Spain),96,3072.0,2,2 x 1425 NVMe SSD,24.009,17526.57,,USD,Memory optimized,75 Gigabit,2025-08-27 14:39:18.712217
m6i.metal,AWS,EU (Frankfurt),128,512.0,0,EBS only,7.36,5372.8,,USD,General purpose,50000 Megabit,2025-08-27 14:39:18.712284
i4i.large,AWS,Asia Pacific (Sydney),2,16.0,1,1 x 468 NVMe SSD,0.206,150.38,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:39:18.712353
g6.48xlarge,AWS,Europe (Zurich),192,768.0,8,8 x 940 NVMe SSD,17.99849,13138.8977,,USD,GPU instance,100 Gigabit,2025-08-27 14:39:18.712420
x1.32xlarge,AWS,EU (Ireland),128,1952.0,2,2 x 1920 SSD,16.006,11684.380000000001,,USD,Memory optimized,High,2025-08-27 14:39:18.712486
m7i.2xlarge,AWS,Asia Pacific (Hong Kong),8,32.0,0,EBS only,0.5544,404.712,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:18.712550
c5d.9xlarge,AWS,Asia Pacific (Tokyo),36,72.0,1,1 x 900 NVMe SSD,2.196,1603.0800000000002,,USD,Compute optimized,10 Gigabit,2025-08-27 14:39:18.712615
g4dn.2xlarge,AWS,Thailand (Bangkok),8,32.0,225,225 GB NVMe SSD,1.578,1151.94,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:39:18.712640
r7g.4xlarge,AWS,Asia Pacific (Hyderabad),16,128.0,0,EBS only,0.6006,438.438,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:39:18.712700
c6gd.4xlarge,AWS,Asia Pacific (Seoul),16,32.0,1,1 x 950 NVMe SSD,0.704,513.92,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:18.712767
c6gd.metal,AWS,AWS GovCloud (US-East),64,128.0,2,2 x 1900 NVMe SSD,2.9696,2167.808,,USD,Compute optimized,25 Gigabit,2025-08-27 14:39:18.712833
r4.large,AWS,AWS GovCloud (US-West),2,15.25,0,EBS only,0.1596,116.508,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:18.712900
m5a.12xlarge,AWS,Asia Pacific (Sydney),48,192.0,0,EBS only,2.592,1892.16,,USD,General purpose,10 Gigabit,2025-08-27 14:39:18.712964
x1.32xlarge,AWS,South America (Sao Paulo),128,1952.0,2,2 x 1920 SSD,26.01,18987.300000000003,,USD,Memory optimized,High,2025-08-27 14:39:18.713028
m7i.8xlarge,AWS,EU (Frankfurt),32,128.0,0,EBS only,1.932,1410.36,,USD,General purpose,12500 Megabit,2025-08-27 14:39:18.713093
r5n.24xlarge,AWS,Africa (Cape Town),96,768.0,0,EBS only,9.536,6961.28,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:18.713155
i7ie.3xlarge,AWS,AWS GovCloud (US-East),12,96.0,1,1 x 7500 NVMe SSD,1.8837,1375.1009999999999,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:19.159411
m6a.24xlarge,AWS,US West (N. California),96,384.0,0,EBS only,4.8384,3532.032,,USD,General purpose,37500 Megabit,2025-08-27 14:39:19.159609
r5d.8xlarge,AWS,Asia Pacific (Sydney),32,256.0,2,2 x 600 NVMe SSD,2.784,2032.32,,USD,Memory optimized,10 Gigabit,2025-08-27 14:39:19.159695
r6idn.24xlarge,AWS,US East (N. Virginia),96,768.0,4,4 x 1425 NVMe SSD,9.37872,6846.4655999999995,,USD,Memory optimized,150000 Megabit,2025-08-27 14:39:19.159753
r6id.metal,AWS,AWS GovCloud (US-West),128,1024.0,4,4 x 1900 NVMe SSD,11.6288,8489.024,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.159807
r5b.xlarge,AWS,EU (London),4,32.0,0,EBS only,0.35,255.49999999999997,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.159926
c8g.xlarge,AWS,Asia Pacific (Thailand),4,8.0,0,EBS only,0.15576,113.7048,,USD,Compute optimized,Up to 12.5 Gigabit,2025-08-27 14:39:19.160259
c6g.metal,AWS,Asia Pacific (Taipei),64,128.0,0,EBS only,2.4653,1799.669,,USD,Compute optimized,25 Gigabit,2025-08-27 14:39:19.160290
c6in.metal,AWS,Africa (Cape Town),128,256.0,0,EBS only,9.75744,7122.931200000001,,USD,Compute optimized,200000 Megabit,2025-08-27 14:39:19.160341
m4.xlarge,AWS,US West (N. California),4,16.0,0,EBS only,0.234,170.82000000000002,,USD,General purpose,High,2025-08-27 14:39:19.160455
r5d.xlarge,AWS,US East (Dallas),4,32.0,1,1 x 150 NVMe SSD,0.36,262.8,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.160478
r7g.16xlarge,AWS,EU (Stockholm),64,512.0,0,EBS only,3.6448,2660.704,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:19.160527
r7iz.metal-32xl,AWS,Asia Pacific (Tokyo),128,1024.0,0,EBS only,14.528,10605.44,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.160651
r7g.metal,AWS,US East (N. Virginia),64,512.0,0,EBS only,3.4272,2501.856,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:19.160754
m6gd.xlarge,AWS,EU (London),4,16.0,1,1 x 237 NVMe SSD,0.2096,153.008,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:19.160808
r7i.metal-24xl,AWS,AWS GovCloud (US-East),96,768.0,0,EBS only,7.6104,5555.592000000001,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:19.160950
r7g.large,AWS,Canada (Central),2,16.0,0,EBS only,0.1173,85.629,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:19.161052
t2.medium,AWS,US West (Oregon),2,4.0,0,EBS only,0.0464,33.872,,USD,General purpose,Low to Moderate,2025-08-27 14:39:19.161119
t4g.small,AWS,Israel (Tel Aviv),2,2.0,0,EBS only,0.0193,14.089,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.161173
c7g.12xlarge,AWS,EU (Ireland),48,96.0,0,EBS only,1.8605,1358.165,,USD,Compute optimized,22500 Megabit,2025-08-27 14:39:19.161235
t3.medium,AWS,US East (Atlanta),2,4.0,0,EBS only,0.052,37.96,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.161256
r5dn.metal,AWS,Asia Pacific (Sydney),96,768.0,4,4 x 900 NVMe SSD,9.792,7148.16,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:19.161304
r7i.large,AWS,Asia Pacific (Tokyo),2,16.0,0,EBS only,0.1596,116.508,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:19.161357
m6i.24xlarge,AWS,EU (Paris),96,384.0,0,EBS only,5.376,3924.48,,USD,General purpose,37500 Megabit,2025-08-27 14:39:19.161406
t4g.large,AWS,EU (Milan),2,8.0,0,EBS only,0.0768,56.06399999999999,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.161456
r5b.large,AWS,US East (Ohio),2,16.0,0,EBS only,0.149,108.77,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.161504
r6in.xlarge,AWS,Asia Pacific (Tokyo),4,32.0,0,EBS only,0.42354,309.18420000000003,,USD,Memory optimized,Up to 30000 Megabit,2025-08-27 14:39:19.161609
r7i.12xlarge,AWS,AWS GovCloud (US-West),48,384.0,0,EBS only,3.8052,2777.7960000000003,,USD,Memory optimized,18750 Megabit,2025-08-27 14:39:19.162096
r8i-flex.16xlarge,AWS,US East (Ohio),64,512.0,0,EBS only,4.22304,3082.8192,,USD,Memory optimized,Up to 30000 Megabit,2025-08-27 14:39:19.162140
c7g.large,AWS,Asia Pacific (Malaysia),2,4.0,0,EBS only,0.0708,51.684000000000005,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:19.162215
m7gd.xlarge,AWS,Asia Pacific (Mumbai),4,16.0,1,1 x 237 NVMe SSD,0.142,103.66,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:19.162300
m6in.32xlarge,AWS,Europe (Spain),128,512.0,0,EBS only,9.93152,7250.0096,,USD,General purpose,200000 Megabit,2025-08-27 14:39:19.162349
c7i.12xlarge,AWS,EU (Ireland),48,96.0,0,EBS only,2.29824,1677.7151999999999,,USD,Compute optimized,18750 Megabit,2025-08-27 14:39:19.162438
r5n.12xlarge,AWS,South America (Sao Paulo),48,384.0,0,EBS only,5.664,4134.719999999999,,USD,Memory optimized,50 Gigabit,2025-08-27 14:39:19.162535
trn1.32xlarge,AWS,US East (Ohio),128,512.0,4,4 x 1900 NVMe SSD,21.5,15695.0,,USD,Machine Learning ASIC Instances,800 Gigabit,2025-08-27 14:39:19.162596
m5.xlarge,AWS,Asia Pacific (Seoul),4,16.0,0,EBS only,0.236,172.28,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:19.162708
c6in.24xlarge,AWS,US East (Ohio),96,192.0,0,EBS only,5.4432,3973.536,,USD,Compute optimized,150000 Megabit,2025-08-27 14:39:19.162789
r6i.24xlarge,AWS,Asia Pacific (Sydney),96,768.0,0,EBS only,7.248,5291.04,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:19.162860
m7gd.large,AWS,Asia Pacific (Malaysia),2,8.0,1,1 x 118 NVMe SSD,0.1133,82.709,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:19.163032
r5n.metal,AWS,US East (N. Virginia),96,768.0,0,EBS only,7.152,5220.96,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:19.163168
d3en.6xlarge,AWS,Asia Pacific (Singapore),24,96.0,12,12 x 14000 HDD,3.954,2886.42,,USD,Storage optimized,40 Gigabit,2025-08-27 14:39:19.163260
p2.8xlarge,AWS,EU (Frankfurt),32,488.0,0,EBS only,10.608,7743.84,,USD,GPU instance,10 Gigabit,2025-08-27 14:39:19.163311
m6i.12xlarge,AWS,US East (Atlanta),48,192.0,0,EBS only,2.88,2102.4,,USD,General purpose,18750 Megabit,2025-08-27 14:39:19.163328
c7i-flex.4xlarge,AWS,EU (Stockholm),16,32.0,0,EBS only,0.72618,530.1114,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:19.163375
r6id.24xlarge,AWS,EU (London),96,768.0,4,4 x 1425 NVMe SSD,8.5176,6217.848,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:19.163505
r7i.16xlarge,AWS,EU (Paris),64,512.0,0,EBS only,4.9728,3630.1440000000002,,USD,Memory optimized,25000 Megabit,2025-08-27 14:39:19.163693
c6gn.8xlarge,AWS,US West (Oregon),32,64.0,0,EBS only,1.3824,1009.152,,USD,Compute optimized,50 Gigabit,2025-08-27 14:39:19.164226
c5.4xlarge,AWS,Israel (Tel Aviv),16,32.0,0,EBS only,0.806,588.38,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.164288
c5d.2xlarge,AWS,US West (Phoenix),8,16.0,1,1 x 200 NVMe SSD,0.48,350.4,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.164340
c6gd.12xlarge,AWS,EU (Paris),48,96.0,2,2 x 1425 NVMe SSD,2.208,1611.8400000000001,,USD,Compute optimized,20 Gigabit,2025-08-27 14:39:19.164451
c7i.8xlarge,AWS,Mexico (Central),32,64.0,0,EBS only,1.49936,1094.5328,,USD,Compute optimized,12500 Megabit,2025-08-27 14:39:19.165201
c6a.12xlarge,AWS,US East (Ohio),48,96.0,0,EBS only,1.836,1340.28,,USD,Compute optimized,18750 Megabit,2025-08-27 14:39:19.165311
r7a.16xlarge,AWS,US East (N. Virginia),64,512.0,0,EBS only,4.8688,3554.224,,USD,Memory optimized,25000 Megabit,2025-08-27 14:39:19.165387
r6gd.4xlarge,AWS,Asia Pacific (Seoul),16,128.0,1,1 x 950 NVMe SSD,1.1072,808.256,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.165759
m5.4xlarge,AWS,EU (Stockholm),16,64.0,0,EBS only,0.816,595.68,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:19.165814
m1.small,AWS,US East (N. Virginia),1,1.7,1,1 x 160 SSD,0.044,32.12,,USD,General purpose,Low,2025-08-27 14:39:19.165861
r5n.24xlarge,AWS,EU (Ireland),96,768.0,0,EBS only,8.016,5851.68,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:19.165959
m5d.12xlarge,AWS,Asia Pacific (Melbourne),48,192.0,2,2 x 900 NVMe SSD,3.408,2487.84,,USD,General purpose,10 Gigabit,2025-08-27 14:39:19.166010
r7g.12xlarge,AWS,Asia Pacific (Hyderabad),48,384.0,0,EBS only,1.8019,1315.387,,USD,Memory optimized,22500 Megabit,2025-08-27 14:39:19.166097
x1.16xlarge,AWS,EU (Paris),64,976.0,1,1 x 1920 SSD,8.403,6134.1900000000005,,USD,Memory optimized,High,2025-08-27 14:39:19.166178
t3.medium,AWS,Asia Pacific (SKT) - Daejeon,2,4.0,0,EBS only,0.065,47.45,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.166248
c5d.4xlarge,AWS,Europe (Spain),16,32.0,1,1 x 400 NVMe SSD,0.872,636.56,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.166296
inf1.2xlarge,AWS,US West (N. California),8,16.0,0,EBS only,0.435,317.55,,USD,Machine Learning ASIC Instances,Up to 25 Gigabit,2025-08-27 14:39:19.166391
m6i.xlarge,AWS,US East (Dallas),4,16.0,0,EBS only,0.24,175.2,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:19.166432
r6g.medium,AWS,Asia Pacific (Singapore),1,8.0,0,EBS only,0.0608,44.384,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.166515
i3en.large,AWS,US West (N. California),2,16.0,1,1 x 1250 NVMe SSD,0.25,182.5,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:39:19.166873
c7gn.metal,AWS,US East (Ohio),64,128.0,0,EBS only,3.9936,2915.328,,USD,Compute optimized,200 Gigabit,2025-08-27 14:39:19.166925
r7i.4xlarge,AWS,Asia Pacific (Taipei),16,128.0,0,EBS only,1.14912,838.8575999999999,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:19.166942
u-9tb1.112xlarge,AWS,EU (London),448,9216.0,0,EBS only,96.2,70226.0,,USD,Memory optimized,100 Gigabit,2025-08-27 14:39:19.167005
r7iz.2xlarge,AWS,EU (Frankfurt),8,64.0,0,EBS only,0.9,657.0,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:19.167055
m6idn.2xlarge,AWS,Europe (Zurich),8,32.0,1,1 x 474 NVMe SSD,0.82624,603.1552,,USD,General purpose,Up to 40000 Megabit,2025-08-27 14:39:19.167107
g5.24xlarge,AWS,Asia Pacific (Mumbai),96,384.0,1,1 x 3800 GB NVMe SSD,9.77928,7138.8744,,USD,GPU instance,50 Gigabit,2025-08-27 14:39:19.167172
m6i.metal,AWS,US West (Oregon),128,512.0,0,EBS only,6.144,4485.12,,USD,General purpose,50000 Megabit,2025-08-27 14:39:19.167288
c6in.xlarge,AWS,US East (N. Virginia),4,8.0,0,EBS only,0.2268,165.564,,USD,Compute optimized,Up to 30000 Megabit,2025-08-27 14:39:19.167339
c6i.2xlarge,AWS,EU (London),8,16.0,0,EBS only,0.404,294.92,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:19.167422
r5b.large,AWS,US West (Oregon),2,16.0,0,EBS only,0.149,108.77,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.167546
t3.2xlarge,AWS,Asia Pacific (Mumbai),8,32.0,0,EBS only,0.3584,261.632,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.167777
r6i.16xlarge,AWS,Asia Pacific (Hong Kong),64,512.0,0,EBS only,5.344,3901.1200000000003,,USD,Memory optimized,25000 Megabit,2025-08-27 14:39:19.167852
r6g.16xlarge,AWS,Europe (Spain),64,512.0,0,EBS only,3.6096,2635.008,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:19.167926
c6g.xlarge,AWS,Asia Pacific (Tokyo),4,8.0,0,EBS only,0.1712,124.976,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.168610
r5.xlarge,AWS,Australia (Perth),4,32.0,0,EBS only,0.408,297.84,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.168632
g5.4xlarge,AWS,US West (Oregon),16,64.0,1,1 x 600 GB NVMe SSD,1.624,1185.52,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:39:19.168727
x2iedn.8xlarge,AWS,US West (Oregon),32,1024.0,1,1 x 950 NVMe SSD,6.669,4868.37,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:19.168847
c6g.12xlarge,AWS,US East (Ohio),48,96.0,0,EBS only,1.632,1191.36,,USD,Compute optimized,20 Gigabit,2025-08-27 14:39:19.168988
t2.nano,AWS,US West (Oregon),1,0.5,0,EBS only,0.0058,4.234,,USD,General purpose,Low,2025-08-27 14:39:19.169114
r7i.24xlarge,AWS,US East (New York City),96,768.0,0,EBS only,7.93776,5794.5648,,USD,Memory optimized,37500 Megabit,2025-08-27 14:39:19.169134
r7i.4xlarge,AWS,South America (Sao Paulo),16,128.0,0,EBS only,1.6884,1232.532,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:39:19.169255
r5.2xlarge,AWS,Asia Pacific (Melbourne),8,64.0,0,EBS only,0.604,440.91999999999996,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.169501
i4i.12xlarge,AWS,Middle East (UAE),48,384.0,3,3 x 3750 NVMe SSD,4.99,3642.7000000000003,,USD,Storage optimized,28125 Megabit,2025-08-27 14:39:19.169594
r5d.24xlarge,AWS,Asia Pacific (Singapore),96,768.0,4,4 x 900 NVMe SSD,8.352,6096.96,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:19.169648
m7i-flex.4xlarge,AWS,Asia Pacific (Malaysia),16,64.0,0,EBS only,0.81396,594.1908,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:39:19.169751
c6i.2xlarge,AWS,EU (Paris),8,16.0,0,EBS only,0.404,294.92,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:19.169821
t4g.large,AWS,US East (N. Virginia),2,8.0,0,EBS only,0.0672,49.056,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.169883
m7g.12xlarge,AWS,Africa (Cape Town),48,192.0,0,EBS only,2.591,1891.43,,USD,General purpose,22500 Megabit,2025-08-27 14:39:19.169934
r7a.32xlarge,AWS,US East (Ohio),128,1024.0,0,EBS only,9.7376,7108.448,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.170179
m5.8xlarge,AWS,EU (London),32,128.0,0,EBS only,1.776,1296.48,,USD,General purpose,10 Gigabit,2025-08-27 14:39:19.170239
m5a.xlarge,AWS,AWS GovCloud (US-East),4,16.0,0,EBS only,0.218,159.14,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:19.170644
m4.16xlarge,AWS,Asia Pacific (Tokyo),64,256.0,0,EBS only,4.128,3013.44,,USD,General purpose,20 Gigabit,2025-08-27 14:39:19.170713
r6gd.medium,AWS,AWS GovCloud (US-East),1,8.0,1,1 x 59 NVMe SSD,0.0692,50.516,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.170795
r6id.metal,AWS,Asia Pacific (Mumbai),128,1024.0,4,4 x 1900 NVMe SSD,10.1504,7409.7919999999995,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.593312
m1.medium,AWS,US West (Oregon),1,3.75,1,1 x 410 SSD,0.087,63.51,,USD,General purpose,Moderate,2025-08-27 14:39:19.593406
c6in.metal,AWS,EU (London),128,256.0,0,EBS only,8.6016,6279.168,,USD,Compute optimized,200000 Megabit,2025-08-27 14:39:19.593566
c6g.4xlarge,AWS,Middle East (Bahrain),16,32.0,0,EBS only,0.68,496.40000000000003,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.593642
c5d.2xlarge,AWS,US East (Atlanta),8,16.0,1,1 x 200 NVMe SSD,0.48,350.4,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:39:19.593671
r4.large,AWS,US West (Oregon),2,15.25,0,EBS only,0.133,97.09,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.593741
c5.24xlarge,AWS,AWS GovCloud (US-West),96,192.0,0,EBS only,4.896,3574.08,,USD,Compute optimized,25 Gigabit,2025-08-27 14:39:19.593816
d2.8xlarge,AWS,EU (Milan),36,244.0,24,24 x 2000 HDD,6.176,4508.4800000000005,,USD,Storage optimized,10 Gigabit,2025-08-27 14:39:19.593889
r5ad.8xlarge,AWS,Asia Pacific (Singapore),32,256.0,2,2 x 600 NVMe SSD,2.544,1857.1200000000001,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.593960
m5zn.6xlarge,AWS,EU (Ireland),24,96.0,0,EBS only,2.2092,1612.7160000000001,,USD,General purpose,50 Gigabit,2025-08-27 14:39:19.594031
r4.2xlarge,AWS,Canada (Central),8,61.0,0,EBS only,0.584,426.32,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.594112
r5a.xlarge,AWS,US East (N. Virginia),4,32.0,0,EBS only,0.226,164.98000000000002,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.594186
g6e.8xlarge,AWS,EU (Frankfurt),32,256.0,1,1 x 900 GB NVMe SSD,5.66252,4133.6395999999995,,USD,GPU instance,25 Gigabit,2025-08-27 14:39:19.594258
r5.16xlarge,AWS,Canada West (Calgary),64,512.0,0,EBS only,4.416,3223.6800000000003,,USD,Memory optimized,20 Gigabit,2025-08-27 14:39:19.594331
g6.8xlarge,AWS,AWS GovCloud (US-East),32,128.0,2,2 x 450 GB NVMe SSD,2.53903,1853.4919,,USD,GPU instance,25 Gigabit,2025-08-27 14:39:19.594358
r5d.xlarge,AWS,Asia Pacific (Singapore),4,32.0,1,1 x 150 NVMe SSD,0.348,254.04,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:39:19.594425
m6gd.large,AWS,Asia Pacific (Seoul),2,8.0,1,1 x 118 NVMe SSD,0.1112,81.176,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:39:19.594498
c6in.32xlarge,AWS,Asia Pacific (Mumbai),128,256.0,0,EBS only,7.2576,5298.048,,USD,Compute optimized,200000 Megabit,2025-08-27 14:39:19.594572
r6gd.16xlarge,AWS,AWS GovCloud (US-West),64,512.0,2,2 x 1900 NVMe SSD,4.4288,3233.024,,USD,Memory optimized,25 Gigabit,2025-08-27 14:39:19.594646
c8g.12xlarge,AWS,Asia Pacific (Hyderabad),48,96.0,0,EBS only,1.29552,945.7296,,USD,Compute optimized,22.5 Gigabit,2025-08-27 14:39:19.594727
r7a.metal-48xl,AWS,EU (Frankfurt),192,1536.0,0,EBS only,17.61984,12862.4832,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.594799
m5n.4xlarge,AWS,EU (Ireland),16,64.0,0,EBS only,1.064,776.72,,USD,General purpose,Up to 25 Gigabit,2025-08-27 14:39:19.594870
t4g.medium,AWS,EU (Milan),2,4.0,0,EBS only,0.0384,28.031999999999996,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:39:19.594939
c7i-flex.large,AWS,Europe (Spain),2,4.0,0,EBS only,0.09095,66.3935,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:39:19.595010
x8g.48xlarge,AWS,US East (N. Virginia),192,3072.0,0,EBS only,18.7584,13693.632000000001,,USD,Memory optimized,50 Gigabit,2025-08-27 14:39:19.595079
r7i.metal-48xl,AWS,Asia Pacific (Jakarta),192,1536.0,0,EBS only,15.3216,11184.768,,USD,Memory optimized,50000 Megabit,2025-08-27 14:39:19.595153
r6gd.12xlarge,AWS,US West (Oregon),48,384.0,2,2 x 1425 NVMe SSD,2.7648,2018.304,,USD,Memory optimized,20 Gigabit,2025-08-27 14:39:19.595223
p3.2xlarge,AWS,EU (London),8,61.0,0,EBS only,3.589,2619.97,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:39:19.595252
g2.8xlarge,AWS,US West (N. California),32,60.0,2,2 x 120 SSD,2.808,2049.8399999999997,,USD,GPU instance,High,2025-08-27 14:39:19.595274
r7g.metal,AWS,EU (Frankfurt),64,512.0,0,EBS only,4.1344,3018.112,,USD,Memory optimized,30 Gigabit,2025-08-27 14:39:19.595340
